iter	Logloss
558	0.3620456768
559	0.3618719799
560	0.3616947253
561	0.3615882136
562	0.3615453098
563	0.3615322263
564	0.3614459404
565	0.3613781259
566	0.36132463
567	0.3612405388
568	0.3611256366
569	0.3610083523
570	0.3609483633
571	0.3608749711
572	0.3608470599
573	0.36069453
574	0.3605336416
575	0.360464593
576	0.3604098536
577	0.3604012037
578	0.3602839948
579	0.3601337856
580	0.3600088686
581	0.359889255
582	0.3598022107
583	0.3597598934
584	0.3596708998
585	0.3595598256
586	0.3594699683
587	0.3594206821
588	0.359347918
589	0.3593223267
590	0.3592391856
591	0.3590938133
592	0.3590468961
593	0.3589716608
594	0.358777585
595	0.3587074519
596	0.3586034866
597	0.3584081665
598	0.3582700551
599	0.3582020722
600	0.3580714499
601	0.3579840678
602	0.3579150798
603	0.3578540206
604	0.3576981387
605	0.3575512115
606	0.3573724509
607	0.357288171
608	0.357198322
609	0.3570810175
610	0.3569150071
611	0.3568197227
612	0.3566746128
613	0.3564982535
614	0.3564171073
615	0.3562981445
616	0.3562873647
617	0.3562701279
618	0.3562654119
619	0.3561332136
620	0.3560514023
621	0.3559806244
622	0.3559412926
623	0.3558804816
624	0.3557980794
625	0.3556884057
626	0.3554317485
627	0.3553585441
628	0.355314557
629	0.3552380138
630	0.3551075157
631	0.3550304571
632	0.3549816415
633	0.3548952804
634	0.3548597207
635	0.3548290256
636	0.3547639095
637	0.3546812103
638	0.35467491
639	0.3545276473
640	0.3543758765
641	0.3542742789
642	0.3542306848
643	0.3541840025
644	0.3541197722
645	0.3540493057
646	0.3540003639
647	0.3538557259
648	0.3537527176
649	0.3537440971
650	0.3536320847
651	0.3535870562
652	0.3535628036
653	0.3535170767
654	0.3534966262
655	0.3533774637
656	0.353212221
657	0.3531985002
658	0.3530714101
659	0.3530265614
660	0.3529227978
661	0.3528764634
662	0.3528455242
663	0.3527685288
664	0.3527335902
665	0.3526009242
666	0.352571381
667	0.3523731058
668	0.3523021258
669	0.3520820374
670	0.3520608
671	0.3519345886
672	0.351884814
673	0.35177006
674	0.3516626359
675	0.3516206191
676	0.3515654673
677	0.3514670794
678	0.3513957798
679	0.3512858589
680	0.3511851272
681	0.3510901914
682	0.3509906313
683	0.3509460584
684	0.3509377964
685	0.3508615007
686	0.3507485683
687	0.3506136111
688	0.3504906385
689	0.3504521154
690	0.3503850258
691	0.3503214247
692	0.3501876981
693	0.3500919001
694	0.3500348351
695	0.349990636
696	0.3499771128
697	0.3499289219
698	0.3499152323
699	0.3498792288
700	0.3498111302
701	0.3497383892
702	0.3496724328
703	0.3496297422
704	0.3495768593
705	0.3495642231
706	0.3495274536
707	0.3494737844
708	0.3493277707
709	0.3492921457
710	0.3491733162
711	0.349080963
712	0.3489971875
713	0.3489083476
714	0.3488457787
715	0.3488000526
716	0.3487157973
717	0.3486503589
718	0.348527236
719	0.3483937199
720	0.3481920143
721	0.3481339286
722	0.348110116
723	0.3480213433
724	0.3479751286
725	0.3478566016
726	0.347694587
727	0.3475946105
728	0.347543436
729	0.347502882
730	0.3474241936
731	0.3473449888
732	0.3471902802
733	0.3471011183
734	0.3470779428
735	0.3469679065
736	0.3469039577
737	0.3468451403
738	0.3466587746
739	0.3466302084
740	0.3465430019
741	0.3464847478
742	0.3464238231
743	0.3462950205
744	0.346238337
745	0.3461786659
746	0.3460743974
747	0.3460566455
748	0.3459597192
749	0.3459053024
750	0.3458662021
751	0.3458161581
752	0.3457613838
753	0.3456008267
754	0.3455458168
755	0.3454518615
756	0.3454288671
757	0.3453439244
758	0.3451314399
759	0.3450985365
760	0.3450527204
761	0.3450081554
762	0.3449669843
763	0.3449387755
764	0.3448600243
765	0.3447996665
766	0.3447753625
767	0.3447228106
768	0.3446532804
769	0.3445904254
770	0.3445532197
771	0.3445059776
772	0.3444306014
773	0.3442928526
774	0.3441597077
775	0.3441227929
776	0.3439465287
777	0.3438615661
778	0.3437683728
779	0.3436421814
780	0.3436068553
781	0.3435643912
782	0.3435005878
783	0.3434119016
784	0.3432715014
785	0.343241544
786	0.3430991039
787	0.3430587358
788	0.3430061169
789	0.3429418283
790	0.3427935573
791	0.3427456137
792	0.3427195313
793	0.3425333427
794	0.342412934
795	0.3424028075
796	0.3423196592
797	0.3422804786
798	0.3420549367
799	0.3420483619
800	0.3420431209
801	0.3420339558
802	0.3419718888
803	0.3419048116
804	0.3417413609
805	0.341716735
806	0.3415911915
807	0.3415815278
808	0.3415254056
809	0.3414292735
810	0.3412880958
811	0.3411792282
812	0.3411592801
813	0.3410784953
814	0.3410305929
815	0.3408994363
816	0.3408598505
817	0.3407546281
818	0.3407308779
819	0.3407150687
820	0.3406522282
821	0.3405748223
822	0.3404356997
823	0.3403274442
824	0.3402509172
825	0.3402296039
826	0.3400840554
827	0.340049446
828	0.3400077713
829	0.3399395559
830	0.3398963159
831	0.3398525345
832	0.3397059108
833	0.3396712678
834	0.3396478361
835	0.3396030096
836	0.339534235
837	0.3394009057
838	0.3392886531
839	0.3392147488
840	0.3392034519
841	0.3391509978
842	0.3391023704
843	0.3390905257
844	0.3390415623
845	0.3389962146
846	0.3389194535
847	0.3388454699
848	0.3388444258
849	0.3388010981
850	0.3387215584
851	0.3386773961
852	0.33860309
853	0.3385394453
854	0.3385139369
855	0.3384279488
856	0.3384005795
857	0.3383784629
858	0.3382676146
859	0.3381637375
860	0.3381537302
861	0.3381118125
862	0.3380844861
863	0.338025707
864	0.3379542884
865	0.3379182297
866	0.3378892861
867	0.3377715457
868	0.3376520222
869	0.3375677296
870	0.3374843613
871	0.3373782423
872	0.3372040864
873	0.3371285382
874	0.337044703
875	0.3369606863
876	0.3368578433
877	0.3367271119
878	0.3366852006
879	0.3366643791
880	0.3366411359
881	0.3365873953
882	0.3364333541
883	0.3363477852
884	0.3362675438
885	0.336143856
886	0.3360918646
887	0.3360242062
888	0.3359195657
889	0.3358630109
890	0.3357511564
891	0.3356965958
892	0.335577762
893	0.3355404353
894	0.3353984529
895	0.3352915734
896	0.3352061824
897	0.3351741599
898	0.3351542754
899	0.3351126072
900	0.335031682
901	0.3349715917
902	0.3348681135
903	0.3348430617
904	0.33471942
905	0.3346929643
906	0.3346244215
907	0.3346176946
908	0.3345925978
909	0.334455331
910	0.3343843107
911	0.3342794003
912	0.3341944283
913	0.3340970726
914	0.3340933104
915	0.3340146947
916	0.3338649537
917	0.3337298609
918	0.3336340409
919	0.3335433824
920	0.333494045
921	0.3334553326
922	0.3334145635
923	0.3333515498
924	0.3333180769
925	0.3332829108
926	0.3331541523
927	0.3330821824
928	0.3330590435
929	0.3329379122
930	0.3328723248
931	0.3328020684
932	0.3327193
933	0.3326062285
934	0.3325660358
935	0.3325223805
936	0.3324976588
937	0.3323380073
938	0.3322201423
939	0.3321412604
940	0.332078126
941	0.3320703883
942	0.332041331
943	0.3319375347
944	0.331815933
945	0.3316489595
946	0.3314701513
947	0.3313350792
948	0.3312614334
949	0.3312286819
950	0.3311904294
951	0.3311876494
952	0.3310750266
953	0.3310206668
954	0.3308778677
955	0.3306990896
956	0.3306373775
957	0.330519121
958	0.330463448
959	0.3303026072
960	0.3302076323
961	0.3301837116
962	0.3300425376
963	0.3299839329
964	0.3299613479
965	0.3299244202
966	0.3298921336
967	0.3297727199
968	0.3296389541
969	0.3295226026
970	0.3294783991
971	0.3294008213
972	0.3293664868
973	0.3293331271
974	0.3291018509
975	0.3290705262
976	0.3290192025
977	0.328898948
978	0.3288688393
979	0.3288376079
980	0.3287790262
981	0.3287464441
982	0.3287242567
983	0.3286931429
984	0.3286296659
985	0.3285070103
986	0.3284098004
987	0.3283759777
988	0.3283703759
989	0.3283486294
990	0.3282414489
991	0.328236007
992	0.3281900372
993	0.3281326425
994	0.328058808
995	0.3280237204
996	0.3279093123
997	0.3277912165
998	0.327766398
999	0.3277529062
